brand,model,version,price,kilometraje,cylinder,city,region,year,fuel_type,transmission,doors,plate,description,only_owner,never_bumped,checked_maintenance,state
CHEVROLET,PRISMA,"1,4 LTS. MT",6990000,118000,1.4,Las Condes,13,2019,gasolina,mecanico,5,LFPV79,"・ SENSOR DE RETROCESO

・ CÁMARA TRASERA

・ COMANDOS AL VOLANTE

・ RADIO BLUETOOTH

・ AUX

・ USB

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",True,True,,1
SKODA,FABIA,"1,0 LTS. HATCHBACK 5P. T/M OTTO",13168817,18439,1.0,Las Condes,13,2022,gasolina,mecanico,5,SCRC12,"Comandos al volante, luces automáticas 🔦, aire acondicionado 💨, pantalla táctil, Apple CarPlay y Android Auto 📲, sensores de proximidad traseros, start stop.",,,,1
TOYOTA,PRIUS,,7490000,122000,1.5,Las Condes,13,2013,hibrido,automatico,5,FVKP96,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AIRE ACONDICIONADO

・ SENSORES DE RETROCESO

・ MODOS DE CONDUCCIÓN

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES",,True,True,1
M. BENZ,GLC,,41980000,40000,,Vitacura,13,2021,,,,PDKW67,,,,,1
FIAT,UNO,"WAY 1,4 LTS. DOHC HATCHBACK 5P. T/M MOTOR OTTO",6500000,85000,1.4,Calbuco,10,2018,gasolina,mecanico,5,KGCG83,"Fiat Uno Way año 2018 motor 1.4 (Versión Full), negro vulcano en excelente estado, todas las mantenciones realizadas en concesionaria. 84.xxx kilómetros. Se encuentra en la región de los lagos.

- Alza vidrio eléctrico en las 4 puertas y 
- Mando de control y bloqueo en la puerta del piloto. 
- Cierre centralizado, con alarma. 
- Sensor de retroceso y espejos retrovisores de ajuste automáticos al poner marcha de reversa. 
- Sensor de Hielo 
- Cierre automático de las 4 ventanas al cerrar con cierre centralizado 
- Radio con aplicación Fiat Liveon con comando al volante 
- Aire Acondicionado. 
- Volante ajustable. 
- AIRBAG Piloto y copiloto. 
- Neblineros. 
- Llantas originales. 
- 2 copia de llaves Originales.",True,True,True,1
DODGE,RAM 1500,,36700000,110200,,La Serena,4,2017,,,,BBBB15,,,,,1
RENAULT,DUSTER,"1,6 LTS. DOHC STATION WAGON 5P. T/M 4X2 MOTOR OTTO",8000000,33000,1.6,Peñaflor,13,2017,gasolina,mecanico,5,JLCV70,"Vehículo de uso familiar, solamente 33.000 kms. (reales), full equipo.",True,True,True,1
PORSCHE,PANAMERA,,54480000,80000,,Vitacura,13,2017,,,,JSRT50,,,,,1
CHEVROLET,COLORADO,,7990000,160000,3.7,Las Condes,13,2012,gasolina,automatico,4,DGBZ75,"・ CONTROL CRUCERO

・ SELECTORA DE TRACCIÓN

・ RADIO BLUETOOTH

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",,,,1
MAZDA,CX-5,,10990000,90000,,Las Condes,13,2015,,,,HHTB92,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ CÁMARA TRASERA

・ CLIMATIZADOR BI ZONA

・ ESPEJOS RETROVISORES ABATIBLES

・ ALZAVIDRIOS ELÉCTRICOS",,,,1
VOLKSWAGEN,AMAROK,,7990000,211000,2.0,Las Condes,13,2011,diesel,mecanico,5,DGPD80,"・ RADIO BLUETOOTH

・ USB

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ RETROVISORES CON DEFROSTER

・ CONTROL CRUCERO",,,,1
GREAT WALL,POER,,13480000,97000,,Vitacura,13,2021,,,,PTRL26,,,,,1
NISSAN,QASHQAI,,7990000,92000,2.0,Las Condes,13,2012,gasolina,automatico,5,FBYB29,"・ COMANDOS AL VOLANTE

・ RADIO CD

・ AUX

・ CLIMATIZADOR BI ZONA

・ ALZAVIDRIOS ELÉCTRICOS

・ TECHO PANORÁMICO

・ SENSORES DE RETROCESO",,,,1
MAZDA,CX-5,,15390000,91500,,Vitacura,13,2018,,,,KGZT72,"La Mazda CX-5 2.0R 2WD 6AT ofrece un equipamiento de primera calidad que incluye asientos de cuero, sistema de infoentretenimiento con pantalla táctil, conectividad Bluetooth, cámara de retroceso, climatizador bizona, control de crucero, encendido sin llave, sensor de lluvia, frenos ABS, control de estabilidad, llantas de aleación, faros LED, múltiples airbags y sensores de estacionamiento. Todo diseñado para brindar confort y seguridad durante la conducción.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",True,,,1
JEEP,WAGONEER,"2,8 Lts",7990000,113000,2.8,Las Condes,13,1986,gasolina,automatico,5,LR5365,"・ RADIO CASETTE

・ AIRE ACONDICIONADO

・ SELECTORA DE TRACCIÓN

・ ALZAVIDRIOS ELÉCTRICOS",,,,1
PEUGEOT,308,,17900000,49000,,Vitacura,13,2022,,,,PPHH35,"La Peugeot 308 1.6 ALLURE AUT. cuenta con motor 1.6 turbo y transmisión automática. Ofrece pantalla táctil con sistema de navegación, conectividad Bluetooth y USB. Incluye climatizador bizona, asientos comodos, sensores de estacionamiento delanteros y traseros, cámara de reversa, y control de crucero. También viene con faros LED, llantas de aleación, y múltiples airbags para mayor seguridad.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
KIA,MORNING,,5000000,160000,,Vitacura,13,2014,,,,GHLV79,"El Kia Morning 1.0 MEC. LX DH es un vehículo compacto y ágil, ideal para la conducción urbana. Equipado con un motor de 1.0 litros y transmisión manual, ofrece una conducción eficiente y económica. El interior presenta características como dirección asistida, aire acondicionado y elevalunas eléctricos. Además, cuenta con sistema de frenos antibloqueo (ABS) y distribución electrónica de frenado (EBD) para garantizar la seguridad en el camino.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. Auto en parte de pago. ",,,,1
VOLVO,S60,"D2 SEDÁN 2,0 LTS. 5P. T/A DIÉSEL",15600000,103000,2.0,Vitacura,13,2019,diesel,automatico,5,LBYV80,"¡Elegancia sueca al alcance de tu mano!
Descubre el lujo y la seguridad de un Volvo S60 Comfort D2 diesel, año 2019.
Este sedán europeo, con tan solo 103.000 km, combina a la perfección diseño escandinavo, tecnología de punta y un rendimiento excepcional.

Disfruta de:
Elegancia y confort: Interior sofisticado con acabados de alta calidad, asientos envolventes con lterales en cuero y un amplio espacio para que cada viaje sea una experiencia placentera.
Motor diesel eficiente: El motor D2 te ofrece una combinación ideal de potencia y economía de combustible, perfecto para la ciudad y carretera.
Tecnología de seguridad: Equipado con sistemas de seguridad activa y pasiva de última generación, como el sistema CIty Safety que permite un frenado de emergencia autónomo , para que viajes con total tranquilidad.
Confort de conducción: Suspensión suave y dirección precisa, garantizan una conducción suave y placentera.
Kilometraje moderado: Con solo 103.000 km",True,True,,1
KIA,RIO 4,,9490000,20000,,Conchalí,13,2021,,,,RCLC26,,,,,1
CITROEN,C3,,8600000,100000,,Las Condes,13,2018,,,,KHTK32,,,,,1
DS,DS3,CROSSBACK 1.2 T/A,15470000,57214,1.2,Las Condes,13,2021,gasolina,automatico,4,PHSG62,"Ds Ds 3 Crossback 1.2 Puretech 155 Auto Bastille 2021

Información General:
- Único dueño
- 2 llaves originales
- Mantenciones al día
- 57.214 kms

Exterior:
- Ruedas: Viene equipado con llantas de aleación de 17 pulgadas.

Interior:
- Tecnología: Pantalla táctil con sistema de infoentretenimiento compatible con Apple CarPlay y Android Auto.
- Conectividad: Bluetooth, puertos USB y sistema de navegación integrado.
- Climatización: Climatizador automático de doble zona.
- Asientos: De Cuero

Motor:
- Motor: 1.2 PureTech de 3 cilindros, que entrega 
- Potencia: 155 caballos de fuerza aproximadamente.
- Transmisión: Caja de cambios automática de 8 velocidades.
- Aceleración: De 0 a 100 km/h en 8,2 segundos.
- Velocidad máxima: Aproximadamente 208 km/h.
- Consumo Combinado: Alrededor de 17.86 km/L

Seguridad:
- Sistemas de seguridad: Control de estabilidad, múltiples airbags y anclajes Isofix para sillas infantiles.
- Asistencia a la conducción: Incluye asistente de aparcamiento, cámara de",True,True,True,1
OPEL,CROSSLAND,1.5 TD MT6 110HP,14802900,26668,1.5,Las Condes,13,2022,diesel,mecanico,5,RJJC13,"Comandos al volante, velocidad crucero, luces automáticas, climatizador bizona, pantalla táctil, radio bluetooth, cámara de retroceso, sensores de proximidad delanteros y traseros, start stop, asistencias al conductor.",,,,1
TOYOTA,RAV4,,6490000,164100,2.4,Vitacura,13,2004,gasolina,automatico,4,CFKP53,"Espectacular y bien conservada Toyota Rav4 motor 2.4 Automática, posee sunroof, 4x2, mantenciones al día, documentación al día, a toda prueba.",,,,1
PEUGEOT,3008,,15490000,61000,,Quilpué,5,2018,,,,KTSX47,"🏁Peugeot 3008 Gt line 2018 🏁
✅61.000km
✅Dos Dueños
✅Motor 1.6 turbo Bencinero
✅Star/Stop Engine 
✅Transmisión Automática 
✅Paddle Shift
✅Mandos Al Volante
✅Climatizador ✅Pantalla táctil 
✅Asientos Cuero & Tela Calefaccionados
✅Asientos Eléctricos & Masajeador
✅Sensores y cámaras de retroceso 360
✅Sunroof Panorámico  ✅Frenos de disco 4 Ruedas
✅Luces Ambientales 
✅Full Equipamiento 
✅Gps
💰$16.490.000",,,,1
DODGE,GRAND CARAVAN,,7900000,114000,,Las Condes,13,2014,,,,GDTK76,,,,,1
PORSCHE,MACAN,,54990000,30000,2.0,Las Condes,13,2022,gasolina,automatico,5,RPDW98,,True,True,True,1
CHEVROLET,SILVERADO,,22000000,135000,,Vitacura,13,2018,,,,KBYK52,"La CHEVROLET SILVERADO 5.3 LT RC AUT. está equipada con un potente motor V8 de 5.3 litros, ofreciendo un rendimiento robusto y capacidad de remolque. Su interior es amplio y cómodo, con asientos de tela, aire acondicionado y un sistema de infoentretenimiento con pantalla táctil, Bluetooth y conectividad USB. Incluye características de seguridad como frenos ABS, control de estabilidad y múltiples airbags. Su diseño exterior es resistente, con llantas de aleación y una parrilla distintiva.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
KIA,SORENTO,,9800000,95000,,Temuco,9,2014,,,,FZSP23,,,,,1
HONDA,PILOT,,35990000,14100,,Las Condes,13,2022,,,,RTCS22,,,,,1
VOLKSWAGEN,GOLF,"1,4 LTS. HATCHBACK 5P. T/A OTTO",12170000,104653,1.4,Las Condes,13,2018,gasolina,automatico,5,JYVY66,"Volkswagen Golf 1.4 TSI DSG Auto Highline 2018
- Segundo dueño
- 104.653 kms
- Todas sus mantenciones al día, en la marca hasta los 75.000 
- Neumáticos en buen estado
- 2 llaves originales 
- Apple CarPlay & Android Auto
- Sensores de estacionamientos delanteros y traseros 
- Mandos al volante
- Control Crucero
- Aire Acondicionado con climatizador bi zona
- Sistema Isofix
- Permiso de circulación y revisión técnica al día
Opción de Financiamiento y Pago con tarjetas de crédito",,True,,1
SUZUKI,SWIFT,,15690000,30100,,Cerrillos,13,2023,,,,SXBX65,,,,,1
MAZDA,CX5,,8990000,173000,2.0,Las Condes,13,2014,gasolina,automatico,4,GFYW47,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AUX

・ CÁMARA TRASERA

・ CLIMATIZADOR BI ZONA

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES",,,,1
VOLVO,XC70,,6890000,287000,,Colina,13,2011,,,,DFTJ64,"DOS DUEÑOS, MOTOR 2.0, VIDRIOS Y ESPEJOS ELECTRICOS, ASIENTOS DE CUERO, COMANDOS AL VOLANTE, PADDLE SHIFT, VELOCIDAD CRUCERO, AUTOMATICO, 3 MODOS DE CONDUCCION (ECO, NORMAL Y SPORT), CLIMATIZADOR BI-ZONA, CAMARA Y SENSOR DE RETROCESO, TECHO ELECTRICO, DOS COPIAS DE LLAVES, MANTENCIONES BMW HASTA LOS 30.000 KM, DESPUES TALLER MULTIMARCA, TENEMOS FINANCIAMIENTO AUTOMOTRIZ.",,,,1
SKODA,OCTAVIA,,8990000,100000,1.4,Las Condes,13,2016,gasolina,automatico,4,HYTH44,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AUX

・ ASISTENCIAS DE CONDUCCIÓN

・ SENSORES DE ESTACIONAMIENTO

・ CLIMATIZADOR BI ZONA

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES CON DEFROSTER

・ SUNROOF ELÉCTRICO",,,,1
PORSCHE,911,,37000000,115000,,Vitacura,13,2002,,,,VE6239,"La Porsche 911 3.6 Carrera MEC. ofrece un equipamiento de alto rendimiento y lujo clásico. Con motor potente, presenta asientos deportivos de cuero, climatizador automático y un sistema de infoentretenimiento avanzado. La conectividad Bluetooth y los detalles de diseño exclusivos, como el volante deportivo, realzan la experiencia de conducción. Las características de seguridad incluyen frenos de alto rendimiento y tracción integral. La 911 Carrera proporciona una conducción deportiva y elegante en un icónico paquete deportivo.3 Meses de Garantia. Pago contado. Tarjetas debito, credito. Auto en parte de pago. ",,,,1
CHEVROLET,CAPTIVA,,8990000,124000,2.4,Las Condes,13,2016,gasolina,automatico,5,HSTG16,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AUX

・ SENSORES DE RETROCESO

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS

・ 3 FILAS DE ASIENTOS",,,,1
PEUGEOT,3008,,15490000,103000,,Colina,13,2021,,,,PHSS44,"UNICO DUEÑO, DIESEL, AUTOMATICO, VIDRIOS Y ESPEJOS ELECTRICOS,COMANDOS AL VOLANTE, VELOCIDAD CRUCERO, PADDLE SHIFT, CLIMATIZADOR BI-ZONA, CARPLAY, CAMARA Y SENSOR DE RETROCESO, MANTENCION TALLER MULTIMARCA. COORDINAR VISITA. TENEMOS FINANCIAMIENTO.",,,,1
JAC,S3,,8000000,67200,,Vitacura,13,2019,,,,LGGT35,"JAC Grand S3 1.6 4x2 Mec. ofrece comodidad y tecnología en un diseño versátil. Incluye aire acondicionado, dirección asistida, vidrios eléctricos, espejos eléctricos, sistema de audio con pantalla táctil, conectividad Bluetooth y USB, cámara de retroceso, frenos ABS, airbags frontales, volante multifunción, entrada sin llave, alarma, rieles de techo, llantas de aleación, faros antiniebla, sensor de estacionamiento trasero y sistema de anclaje para asientos infantiles.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
RAM,700,,8990000,33000,1.4,Las Condes,13,2022,gasolina,mecanico,3,SDGK84,"・ RADIO BLUETOOTH

・ USB

・ AUX

・ ANDROID AUTO

・ APPLE CARPLAY

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES MANUALES",,,True,1
MAZDA,MAZDA3,,10980000,106500,,Macul,13,2015,,,,OOOO01,,,,,1
HYUNDAI,CRETA,,8990000,97000,1.6,Las Condes,13,2016,gasolina,mecanico,5,HXJW19,"・ SENSOR DE RETROCESO

・ CÁMARA TRASERA

・ COMANDOS AL VOLANTE

・ RADIO BLUETOOTH

・ USB

・ AUX

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES",True,True,True,1
SKODA,OCTAVIA,,17990000,42000,,Las Condes,13,2019,,,,KVRK93,"COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ APPLE CARPLAY

・ ANDROID AUTO

・ RADIO BLUETOOTH

・ USB

・ CÁMARA TRASERA

・ SENSORES DE ESTACIONAMIENTO

・ CLIMATIZADOR BI ZONA

・ MODOS DE CONDUCCIÓN

・ ESPEJOS RETROVISORES ABATIBLES CON DEFROSTER

・ ALZAVIDRIOS ELÉCTRICOS

・ TECHO PANORÁMICO",,,,1
MG,ZS,1.5L AT,9490000,60000,1.5,Las Condes,13,2019,gasolina,automatico,5,LGST60,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ APPLE CARPLAY

・ ANDROID AUTO

・ USB

・ AUX

・ SENSORES DE RETROCESO

・ CÁMARA TRASERA

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS

・ TECHO PANORÁMICO",True,True,,1
NISSAN,X-TRAIL,,12990000,96600,,Santiago,13,2016,,,,HLZW80,"Disponible 

Marca: Nissan 
Modelo: xtrail EXCLUSIVE 4WD 2.5
Transmisión: automática 
Año: 2016
Kilometraje:96.600

Precio $12.990.000
Pie mínimo $2.600.000

💵Contado
💳 Tarjeta de crédito 
🚗Crédito automotriz

✅Gestionamos tu crédito automotriz 

✅Pie desde el 20% con renta, liquidaciones de sueldo o carpeta tributaria

✅Pie desde el 40% sin acreditar renta, sin dicom, estar bancarizado

✅No dudes en consultar✅",,,,1
AUDI,A4,,9490000,134000,1.8,Las Condes,13,2014,gasolina,automatico,5,GTDT99,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AUX

・ CLIMATIZADOR BI ZONA

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES CON DEFROSTER

・ SUNROOF ELÉCTRICO

・ SENSORES DE ESTACIONAMIENTO",,,,1
PORSCHE,MACAN,,32600000,101900,,La Serena,4,2018,,,,BBBB13,,,,,1
CHEVROLET,TRACKER,,9990000,93000,1.8,Las Condes,13,2018,gasolina,automatico,5,JZBL61,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ USB

・ AUX

・ SENSORES DE ESTACIONAMIENTO

・ CÁMARA TRASERA

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",True,True,,1
KIA,RIO 5,,7990000,80000,,Santiago,13,2019,,,,LKTK21,"Kia Rio 5
Año 2019
3 dueños
80.000 kilómetros
Precio $7.990.000

Vehículo de perdida asimilada (aseguradora)
Vehículo se puede asegurar 


💵Contado
💳 Tarjeta de crédito 
🚗Crédito automotriz

✅Gestionamos tu crédito automotriz 

✅Pie desde el 20% con renta, liquidaciones de sueldo o carpeta tributaria

✅Pie desde el 40% sin acreditar renta, sin dicom, estar bancarizado

✅No dudes en consultar✅",,,,1
JEEP,COMPASS,,9990000,109000,2.4,Las Condes,13,2014,gasolina,automatico,5,GPJX42,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ SENSORES DE RETROCESO

・ CÁMARA TRASERA

・ AIRE ACONDICIONADO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",,,,1
CITROEN,C3,,13690000,27000,,Vitacura,13,2023,,,,STVD20,,,,,1
FORD,ECOSPORT,,9990000,126000,,Las Condes,13,2014,,,,GFBH42,,,,,1
CHEVROLET,ONIX,,9190000,39000,,Santiago,13,2021,,,,PSYY81,"Marca: Chevrolet 
Modelo: ONIX turbo
Año:2021
Kilometraje: 39.000
Tracción: delantera
Color: plata oscuro metalico
Motor: 1.0 turbo
Dueño: 1
Combustible: gasolina
Transmisión: mecanica
Asientos: 2 líneas de asientos



Precio $ 9.190.000
Pie minimo: 1.900.000


💵Contado
💳 Tarjeta de crédito 
🚗Crédito automotriz

✅Gestionamos tu crédito automotriz 

✅Pie desde el 20% con renta, liquidaciones de sueldo o carpeta tributaria

✅Pie desde el 40% sin acreditar renta, sin dicom, estar bancarizado

✅No dudes en consultar✅",,,,1
JEEP,COMPASS,,10490000,61000,2.4,Las Condes,13,2014,gasolina,automatico,5,GCPV50,"・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ RADIO BLUETOOTH

・ SENSORES DE RETROCESO

・ AIRE ACONDICIONADO

・ BLOQUEO DE DIFERENCIAL

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",True,True,,1
FORD,EXPLORER,,29900000,56000,,La Serena,4,2019,,,,BBBB12,,,,,1
LAND ROVER,FREELANDER,,10490000,136000,3.2,Las Condes,13,2012,gasolina,automatico,5,DPBV46,"・ SENSORES DE ESTACIONAMIENTO

・ CONTROL CRUCERO

・ COMANDOS AL VOLANTE

・ RADIO BLUETOOTH

・ AUX

・ USB

・ CLIMATIZADOR BI ZONA

・ SELECCIÓN DE TERRENO

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ABATIBLES",,,,1
OPEL,MOKKA,,15790000,22000,,Santiago,13,2022,,,,RSTS22,"Marca: OPEL
Modelo: MOKKA
Año:2022
Kilometraje: 22.000
Tracción: delantera
Color: Blanco
Motor: 1.2
Dueño: 1
Combustible: gasolina
Transmisión: mecanica
Asientos: 2 líneas de asientos



Precio $ 15.790.000
Pie minimo: 3.200.000


💵Contado
💳 Tarjeta de crédito 
🚗Crédito automotriz

✅Gestionamos tu crédito automotriz 

✅Pie desde el 20% con renta, liquidaciones de sueldo o carpeta tributaria

✅Pie desde el 40% sin acreditar renta, sin dicom, estar bancarizado

✅No dudes en consultar✅",,,,1
NISSAN,PATHFINDER,,10490000,112000,3.5,Las Condes,13,2015,gasolina,automatico,5,HBYY10,"・ SENSOR DE RETROCESO

・ CÁMARA TRASERA

・ COMANDOS AL VOLANTE

・ CONTROL CRUCERO

・ USB

・ AUX

・ RADIO CD

・ AIRE ACONDICIONADO

・ SELECTORA DE TRACCIÓN

・ MODOS DE CONDUCCIÓN

・ ALZAVIDRIOS ELÉCTRICOS

・ ESPEJOS RETROVISORES ELÉCTRICOS",,,,1
NISSAN,NP300,,12990000,81210,,Puerto Montt,10,2019,,,,LGLW42,"NISSAN NAVARA SE 4X4 AÑO:2019
✅Diésel
✅81.210 Km
✅Caja de cambio sexta
✅Aire acondicionado
✅Full equipo
✅Excelentes Condiciones
💰Financiamiento
✅Pie Mínimo desde $5.200.000
✅Valor del vehiculo: $12.990.000.-

Requisitos para creditos:
🚫No tener Dicom
💸Renta mayor a $650.000
📌Edad minima de 24 años para postular.
📌Antiguedad laboral minima de 1 año.

Llamar o WhatsApp ©️
📲 +569 44145044 Orlando.
📲+569 4997 4067 Catalina.
📲 +56 9 28604342 Felipe.
🏣Visítanos
📍Av. Ejército 36 Puerto Montt.",True,,,1
KIA,RIO 4,,9490000,20000,,Conchalí,13,2021,,,,RCLC26,,,,,1
VOLKSWAGEN,AMAROK,V6 3.0 HIGHLINE,44490000,20600,3.0,Las Condes,13,2023,diesel,automatico,4,SPKG36,"AMAROK V6 3.0 DIESEL AT. PISADERAS ELECTRICAS, TAPA PICK UP RIGIDA. COMO NUEVA.
CONTAMOS CON FINANCIAMIENTO Y TARJETAS DE CREDITO.
RECIBIMOS TU AUTO EN PARTE DE PAGO.",True,True,True,1
KIA,SORENTO,,12970000,155000,2.4,Vitacura,13,2015,gasolina,automatico,4,HFGG28,"Unico dueño, Impecable estado, tres corridas de asientos, asientos eléctricos, volante multifuncional, manos libres, climatizador, encendido star stop, cámara marcha atrás, dos llaves.",True,,,1
VOLVO,XC60,,59000000,16900,2.0,Lo Barnechea,13,2022,hibrido,automatico,5,RVSL92,"Motor 2.0 turbo + motor eléctrico

Potencia total 462 hp

81 km de autonomia full eléctrico

Caja automática de 8 velocidades

Techo panoramico

Incluye cargador portátil y cargador fijo para el hogar",True,,True,1
BMW,523I,"2,5 LTS. DOHC SEDÁN 4P. T/A MOTOR OTTO",9980000,210000,2.5,Vitacura,13,2012,gasolina,automatico,5,DRGS23,"BMW 523i AT 2012, 210.000 KMS, 2 DUEÑOS, IMPECABLE, TODAS SUS MANTENCIONES EN CONCESIONARIO BMW BAVARIAN LAS CONDES/ESTORIL, SENSORES, CAMARA DE RETROCESO, BLUETOOTH,CAJA AT SPORT  VEL CRUCERO, TECHO ELECTRICO, VER EN LAS CONDES",,,True,1
TOYOTA,YARIS,,9200000,56200,,Coquimbo,4,2018,,,,KKYK40,,,,,1
SUZUKI,GRAND NOMADE,"2,4 LTS. DOHC STATION WAGON 5P. 4X2 T/M MOTOR OTTO",6280000,134500,2.4,Vitacura,13,2011,gasolina,mecanico,5,CCBB23,"Vehículo en excelente estado, full equipo, mecánico, versión GRAND NOMADE GLX SPORT 2.4 MT, climatizador, doble airbag, mando al volante, bencina, mantenciones al día.

 

** Recibimos tu vehículo en parte de pago",,True,,1
